Category ID,Category name,UNIX time,Date (America/Toronto HNE),Text
10,"ANT-54",1707332339,"7 févr. 2024 (mer.) 13:58:59","KSS pré-prétest"
10,"ANT-54",1707332376,"7 févr. 2024 (mer.) 13:59:36","ANT prétest"
10,"ANT-54",1707332924,"7 févr. 2024 (mer.) 14:08:44","KSS mid prétest"
10,"ANT-54",1707332953,"7 févr. 2024 (mer.) 14:09:13","OSPAN prétest"
10,"ANT-54",1707334493,"7 févr. 2024 (mer.) 14:34:53","KSS post-prétest"
10,"ANT-54",1707334595,"7 févr. 2024 (mer.) 14:36:35","AX-CPT"
10,"ANT-54",1707335346,"7 févr. 2024 (mer.) 14:49:06","KSS1"
10,"ANT-54",1707335830,"7 févr. 2024 (mer.) 14:57:10","KSS2"
10,"ANT-54",1707336313,"7 févr. 2024 (mer.) 15:05:13","KSS3"
10,"ANT-54",1707336337,"7 févr. 2024 (mer.) 15:05:37","Intervention urbaine"
10,"ANT-54",1707336884,"7 févr. 2024 (mer.) 15:14:44","KSS4"
10,"ANT-54",1707337304,"7 févr. 2024 (mer.) 15:21:44","KSS5"
10,"ANT-54",1707337320,"7 févr. 2024 (mer.) 15:22:00","OSPAN posttest"
10,"ANT-54",1707338608,"7 févr. 2024 (mer.) 15:43:28","KSS midposttest"
10,"ANT-54",1707338619,"7 févr. 2024 (mer.) 15:43:39","ANT posttest"
10,"ANT-54",1707339115,"7 févr. 2024 (mer.) 15:51:55","KSS post posttest"
