Category ID,Category name,UNIX time,Date (America/Toronto HNE),Text
4,"ant-14",1669831949,"30 nov. 2022 (mer.) 13:12:29","kss_pre_pretest"
4,"ant-14",1669831984,"30 nov. 2022 (mer.) 13:13:04","ant_pretest"
4,"ant-14",1669832542,"30 nov. 2022 (mer.) 13:22:22","kss_mid_pretest"
4,"ant-14",1669832575,"30 nov. 2022 (mer.) 13:22:55","opsan_pretest"
4,"ant-14",1669833802,"30 nov. 2022 (mer.) 13:43:22","kss_post_pretest"
4,"ant-14",1669833837,"30 nov. 2022 (mer.) 13:43:57","ax-cpt"
4,"ant-14",1669834606,"30 nov. 2022 (mer.) 13:56:46","kss1"
4,"ant-14",1669835092,"30 nov. 2022 (mer.) 14:04:52","kss2"
4,"ant-14",1669835588,"30 nov. 2022 (mer.) 14:13:08","kss3"
4,"ant-14",1669835634,"30 nov. 2022 (mer.) 14:13:54","intervention_urbaine"
4,"ant-14",1669836159,"30 nov. 2022 (mer.) 14:22:39","kss4"
4,"ant-14",1669836587,"30 nov. 2022 (mer.) 14:29:47","kss5"
4,"ant-14",1669836625,"30 nov. 2022 (mer.) 14:30:25","ospan_postest"
4,"ant-14",1669837669,"30 nov. 2022 (mer.) 14:47:49","kss_mid_postest"
4,"ant-14",1669837703,"30 nov. 2022 (mer.) 14:48:23","ant_posttest"
4,"ant-14",1669838236,"30 nov. 2022 (mer.) 14:57:16","kss_post_postest"
