Category ID,Category name,UNIX time,Date (America/Toronto HNE),Text
14,"ant-27",1675457734,"3 févr. 2023 (ven.) 15:55:34","kss_prepretest"
14,"ant-27",1675457776,"3 févr. 2023 (ven.) 15:56:16","ospan_pretest"
14,"ant-27",1675458869,"3 févr. 2023 (ven.) 16:14:29","kss_midpretest"
14,"ant-27",1675458898,"3 févr. 2023 (ven.) 16:14:58","ant_pretest"
14,"ant-27",1675459416,"3 févr. 2023 (ven.) 16:23:36","kss_postpretest"
14,"ant-27",1675459450,"3 févr. 2023 (ven.) 16:24:10","ax-cpt"
14,"ant-27",1675460155,"3 févr. 2023 (ven.) 16:35:55","kss1"
14,"ant-27",1675460642,"3 févr. 2023 (ven.) 16:44:02","kss2"
14,"ant-27",1675461120,"3 févr. 2023 (ven.) 16:52:00","kss3"
14,"ant-27",1675461153,"3 févr. 2023 (ven.) 16:52:33","intervention_nature"
14,"ant-27",1675461613,"3 févr. 2023 (ven.) 17:00:13","kss4"
14,"ant-27",1675462023,"3 févr. 2023 (ven.) 17:07:03","kss5"
14,"ant-27",1675462063,"3 févr. 2023 (ven.) 17:07:43","ospan_posttest"
14,"ant-27",1675462959,"3 févr. 2023 (ven.) 17:22:39","kss_midposttest"
14,"ant-27",1675462986,"3 févr. 2023 (ven.) 17:23:06","ant_posttest"
14,"ant-27",1675463489,"3 févr. 2023 (ven.) 17:31:29","kss_postposttest"
